learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,mean absolute error,root mean squared error,model training instances,model serialized size (bytes),ensemble size,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] anomaly detections,[err] anomaly detections,[avg] change detections,[err] change detections,[avg] rules (number),[err] rules (number),[avg] Avg #inputs/rule,[err] Avg #inputs/rule,[avg] Avg #outputs/rule,[err] Avg #outputs/rule
43000.0,28.859375,7.667029742151498E-5,1000.0,0.5420980043197764,0.6820808407780259,43000.0,1.5936336E7,10.0,43000.0,0.0,1738333.6,62358.08803853935,1990.8,193.914528709028,0.0,0.0,44.0,1.333333333333334,1.0,0.0,1.0,0.0
44000.0,29.78125,8.055265443140848E-5,1000.0,0.5434585998348558,0.6775396408885739,44000.0,1.6278928E7,10.0,44000.0,0.0,1772592.8000000003,54833.11926361463,2015.0,188.22445230215027,0.0,0.0,44.4,1.8378731669453632,1.0,0.0,1.0,0.0
45000.0,30.75,8.466733328532427E-5,1000.0,0.5232012061742538,0.6573862594151139,45000.0,1.641824E7,10.0,45000.0,0.0,1786524.0,65370.33882597078,2026.0,188.0898130622118,0.0,0.0,45.4,1.8378731669453632,1.0,0.0,1.0,0.0
46000.0,31.71875,8.883958572470066E-5,1000.0,0.5668184290288751,0.7068151612394382,46000.0,1.6647968E7,10.0,46000.0,0.0,1809496.8,62527.62748097837,2050.6,199.36967338757083,0.0,0.0,46.2,1.6865480854231358,1.0,0.0,1.0,0.0
47000.0,32.6875,9.308106841571215E-5,1000.0,0.5664726535635543,0.6973490979446014,47000.0,1.6924208E7,10.0,47000.0,0.0,1837120.7999999998,60061.65382856371,2062.0,197.46054458211813,0.0,0.0,47.4,1.8378731669453632,1.0,0.0,1.0,0.0
48000.0,33.65625,9.746730709189756E-5,1000.0,0.5598008296341422,0.7013881821715525,48000.0,1.7501808E7,10.0,48000.0,0.0,1894880.8,44083.499510209804,2078.8,187.81598559346443,0.0,0.0,48.4,2.0655911179772892,1.0,0.0,1.0,0.0
49000.0,34.671875,1.0215919348411262E-4,1000.0,0.5478295410397851,0.6931187458080729,49000.0,1.7857328E7,10.0,49000.0,0.0,1930432.8,56187.148670610906,2091.2,185.84629252273086,0.0,0.0,49.4,2.0655911179772892,1.0,0.0,1.0,0.0
50000.0,35.640625,1.0669371281336579E-4,1000.0,0.5728969870485752,0.714472187017188,50000.0,1.8093472E7,10.0,50000.0,0.0,1954047.2000000002,70645.73722266145,2098.8,184.7020423396678,0.0,0.0,50.4,2.0655911179772892,1.0,0.0,1.0,0.0
51000.0,36.6875,1.1169854519216137E-4,1000.0,0.5754938446704176,0.7245337423699084,51000.0,1.8479792E7,10.0,51000.0,0.0,1992679.2,77923.53434375409,2121.8,186.34424535728968,0.0,0.0,51.4,2.0655911179772892,1.0,0.0,1.0,0.0
52000.0,37.671875,1.164890467447953E-4,1000.0,0.5259855439860295,0.6520348276230139,52000.0,1.8811472E7,10.0,52000.0,0.0,2025847.2000000002,61180.36814534548,2179.2,193.94203028511154,0.0,0.0,52.0,1.632993161855452,1.0,0.0,1.0,0.0
53000.0,38.796875,1.2207626041749284E-4,1000.0,0.5443670781147387,0.6739736979596331,53000.0,1.919752E7,10.0,53000.0,0.0,2064452.0,62137.62208374426,2218.4,221.65799481784245,0.0,0.0,53.0,1.632993161855452,1.0,0.0,1.0,0.0
54000.0,39.875,1.2751712276238119E-4,1000.0,0.5248720111135909,0.6551325681622159,54000.0,1.9507472E7,10.0,54000.0,0.0,2095447.2000000002,65052.24194753014,2269.0,257.87680090392865,0.0,0.0,53.60000000000001,2.1705094128132965,1.0,0.0,1.0,0.0
55000.0,40.953125,1.3296489319246675E-4,1000.0,0.5337841398441505,0.6655742447301619,55000.0,1.953224E7,10.0,55000.0,0.0,2097924.0,84267.7243182571,2351.0,319.36464703811185,0.0,0.0,54.60000000000001,2.1705094128132965,1.0,0.0,1.0,0.0
56000.0,42.03125,1.3854042303541468E-4,1000.0,0.5475877920379424,0.684265557402982,56000.0,1.9990304E7,10.0,56000.0,0.0,2143730.4,66176.74951756933,2416.6,346.66128200946304,0.0,0.0,55.4,2.0655911179772892,1.0,0.0,1.0,0.0
57000.0,43.09375,1.441908869633658E-4,1000.0,0.5149828550731201,0.6441517868912651,57000.0,2.0556896E7,10.0,57000.0,0.0,2200389.6,54049.41871041107,2437.2,349.5154741448033,0.0,0.0,56.4,2.0655911179772892,1.0,0.0,1.0,0.0
58000.0,44.203125,1.5015182363438523E-4,1000.0,0.5242911570128066,0.6588365536773014,58000.0,2.0770096E7,10.0,58000.0,0.0,2221709.6,46004.530180793656,2483.2000000000003,384.4461528542643,0.0,0.0,57.2,1.6865480854231358,1.0,0.0,1.0,0.0
59000.0,45.265625,1.55926968372013E-4,1000.0,0.5277943620427404,0.6628088023848548,59000.0,2.1010496E7,10.0,59000.0,0.0,2245749.6,57509.37315526144,2502.6,391.932874071285,0.0,0.0,57.4,2.0655911179772892,1.0,0.0,1.0,0.0
60000.0,46.40625,1.6210974530420368E-4,1000.0,0.5330766195216877,0.6756061779368079,60000.0,2.0952848E7,10.0,60000.0,0.0,2239984.8,79946.6597687344,2524.8,401.93553933159205,0.0,0.0,58.4,2.0655911179772892,1.0,0.0,1.0,0.0
61000.0,47.609375,1.687278316563202E-4,1000.0,0.5289564475569194,0.666678837593822,61000.0,2.1262976E7,10.0,61000.0,0.0,2270997.6,82427.9770455531,2534.0,396.0224460529702,0.0,0.0,59.4,2.0655911179772892,1.0,0.0,1.0,0.0
62000.0,48.78125,1.7524958290677102E-4,1000.0,0.5566843147587363,0.6958512568576263,62000.0,2.1512224E7,10.0,62000.0,0.0,2295922.3999999994,66240.09436922945,2554.0,375.80373128063064,0.0,0.0,60.4,2.0655911179772892,1.0,0.0,1.0,0.0
63000.0,49.921875,1.816499640052724E-4,1000.0,0.5178306429478674,0.6452365878812208,63000.0,2.1690288E7,10.0,63000.0,0.0,2313728.8,77117.89461856439,2575.7999999999997,368.64822135894144,0.0,0.0,61.2,1.6865480854231358,1.0,0.0,1.0,0.0
64000.0,51.0625,1.8815647493789178E-4,1000.0,0.5172059976103037,0.6535344685755945,64000.0,2.2049952E7,10.0,64000.0,0.0,2349695.1999999997,73278.24912512883,2623.0,384.37019193018136,0.0,0.0,61.4,1.8378731669453632,1.0,0.0,1.0,0.0
65000.0,52.171875,1.9456355049947484E-4,1000.0,0.4959117058376049,0.6228149384847708,65000.0,2.2324608E7,10.0,65000.0,0.0,2377160.8000000003,70339.97961140831,2649.2,379.77385083464844,0.0,0.0,62.4,1.8378731669453632,1.0,0.0,1.0,0.0
66000.0,53.28125,2.0102390172218698E-4,1000.0,0.5065879876431141,0.6390879867759188,66000.0,2.251024E7,10.0,66000.0,0.0,2395724.0,85929.04014101144,2678.9999999999995,383.46896151376393,0.0,0.0,63.4,2.0655911179772897,1.0,0.0,1.0,0.0
67000.0,54.421875,2.0778243973230322E-4,1000.0,0.5366551632356868,0.6631417510565736,67000.0,2.2904048E7,10.0,67000.0,0.0,2435104.8000000003,91086.95992145826,2734.2000000000003,412.8450879769149,0.0,0.0,63.599999999999994,2.4585451886114345,1.0,0.0,1.0,0.0
68000.0,55.625,2.1503717282838705E-4,1000.0,0.5278953014060709,0.6630932587186222,68000.0,2.3308432E7,10.0,68000.0,0.0,2475543.2000000007,103004.13485206432,2764.3999999999996,426.7091645501784,0.0,0.0,64.8,2.5298221281347035,1.0,0.0,1.0,0.0
69000.0,56.78125,2.2204894397873432E-4,1000.0,0.5477281308666879,0.6769989143231885,69000.0,2.344112E7,10.0,69000.0,0.0,2488812.0,87511.93090976542,2778.2,420.8860495035048,0.0,0.0,65.4,2.0655911179772897,1.0,0.0,1.0,0.0
70000.0,57.953125,2.2928355475111553E-4,1000.0,0.5502808482815715,0.6862013711274966,70000.0,2.3863616E7,10.0,70000.0,0.0,2531061.6,75448.53031069886,2788.2,411.3470554167126,0.0,0.0,66.4,2.0655911179772897,1.0,0.0,1.0,0.0
71000.0,59.234375,2.3725309583824127E-4,1000.0,0.5445380724699012,0.6868407334607463,71000.0,2.4043728E7,10.0,71000.0,0.0,2549072.8000000007,63074.68143012006,2802.3999999999996,405.3813568042375,0.0,0.0,67.19999999999999,1.6865480854231354,1.0,0.0,1.0,0.0
72000.0,60.640625,2.4616652226541194E-4,1000.0,0.5773676204312767,0.7157984211852692,72000.0,2.450104E7,10.0,72000.0,0.0,2594804.0,62954.239606593954,2819.0,410.39222431446944,0.0,0.0,68.0,1.632993161855452,1.0,0.0,1.0,0.0
73000.0,62.0625,2.552077783426891E-4,1000.0,0.5317261480540382,0.6609721427968864,73000.0,2.4579312E7,10.0,73000.0,0.0,2602631.1999999997,49524.105010253996,2840.2000000000003,419.8017521534553,0.0,0.0,68.4,2.0655911179772897,1.0,0.0,1.0,0.0
74000.0,63.359375,2.635505174597105E-4,1000.0,0.48706121288203236,0.6135719897478267,74000.0,2.48664E7,10.0,74000.0,0.0,2631340.0,54904.75868467351,2849.4,416.9420956333278,0.0,0.0,69.4,2.0655911179772897,1.0,0.0,1.0,0.0
75000.0,64.6875,2.7225827358456125E-4,1000.0,0.524540948237276,0.6592751783855747,75000.0,2.534368E7,10.0,75000.0,0.0,2679068.0,63234.68676815489,2889.7999999999997,396.91611204384236,0.0,0.0,69.6,2.1705094128132925,1.0,0.0,1.0,0.0
76000.0,65.921875,2.804577256837446E-4,1000.0,0.5694905055337934,0.7125460422747124,76000.0,2.5676752E7,10.0,76000.0,0.0,2712375.1999999997,50079.558599403674,2943.7999999999997,396.86460047617135,0.0,0.0,70.6,2.1705094128132925,1.0,0.0,1.0,0.0
77000.0,67.359375,2.901047565844945E-4,1000.0,0.5717874537820244,0.7175283524951146,77000.0,2.5941088E7,10.0,77000.0,0.0,2738808.8,53294.70620531749,3028.0,428.2138614186971,0.0,0.0,71.19999999999999,1.6865480854231354,1.0,0.0,1.0,0.0
78000.0,68.703125,2.9918461139055177E-4,1000.0,0.5401404181115487,0.6774103231997868,78000.0,2.6119376E7,10.0,78000.0,0.0,2756637.6,62818.62824070939,3081.0,461.2495106892918,0.0,0.0,71.6,2.1705094128132925,1.0,0.0,1.0,0.0
79000.0,70.03125,3.083023298919822E-4,1000.0,0.5486952556989915,0.6826015582194211,79000.0,2.6536864E7,10.0,79000.0,0.0,2798386.4,62423.07539719942,3091.4,465.8934546772589,0.0,0.0,72.6,2.1705094128132925,1.0,0.0,1.0,0.0
80000.0,71.53125,3.18653781626684E-4,1000.0,0.5295864641350079,0.6687650061510974,80000.0,2.6675488E7,10.0,80000.0,0.0,2812248.8,62698.46642249967,3111.4,477.4425387183025,0.0,0.0,74.19999999999999,1.6865480854231354,1.0,0.0,1.0,0.0
81000.0,72.96875,3.287379497325876E-4,1000.0,0.5702581818198627,0.7131857654128136,81000.0,2.711656E7,10.0,81000.0,0.0,2856356.0,67799.05937072844,3153.9999999999995,505.24361560648265,0.0,0.0,74.40000000000002,1.8378731669453674,1.0,0.0,1.0,0.0
82000.0,74.390625,3.388280797258227E-4,1000.0,0.5433337658271992,0.672244112316408,82000.0,2.7430752E7,10.0,82000.0,0.0,2887775.2,71263.49642590135,3176.6000000000004,514.670811727695,0.0,0.0,75.19999999999999,1.6865480854231354,1.0,0.0,1.0,0.0
83000.0,75.75,3.485626053427243E-4,1000.0,0.534984747751624,0.6729788112658912,83000.0,2.7680752E7,10.0,83000.0,0.0,2912775.1999999997,72868.61815746049,3190.8,520.9130445669412,0.0,0.0,76.0,1.3333333333333333,1.0,0.0,1.0,0.0
84000.0,77.3125,3.5992177216232656E-4,1000.0,0.5317706852330031,0.6756952637703298,84000.0,2.8101456E7,10.0,84000.0,0.0,2954845.6,43184.31139816094,3210.7999999999997,522.4184784889089,0.0,0.0,77.0,1.3333333333333333,1.0,0.0,1.0,0.0
85000.0,78.84375,3.711325770968365E-4,1000.0,0.5754171392649204,0.7139257117081648,85000.0,2.8300432E7,10.0,85000.0,0.0,2974743.2,53099.00153235781,3251.4,525.172394975635,0.0,0.0,77.40000000000002,1.8378731669453674,1.0,0.0,1.0,0.0
86000.0,80.46875,3.8315861201327717E-4,1000.0,0.5467454036262879,0.6883913207587851,86000.0,2.8606944E7,10.0,86000.0,0.0,3005394.4000000004,51698.563030105426,3274.8000000000006,511.53120899684865,0.0,0.0,78.0,1.3333333333333333,1.0,0.0,1.0,0.0
87000.0,82.078125,3.951681557292533E-4,1000.0,0.5277735071368587,0.6599154986831799,87000.0,2.8845072E7,10.0,87000.0,0.0,3029207.2,57185.72234551016,3302.0,511.7660055576615,0.0,0.0,79.0,1.3333333333333333,1.0,0.0,1.0,0.0
88000.0,83.640625,4.0696494714615665E-4,1000.0,0.5414002190697689,0.6784673613264466,88000.0,2.9184096E7,10.0,88000.0,0.0,3063109.5999999996,44190.97626137407,3314.2000000000003,495.957166609286,0.0,0.0,79.8,1.0327955589886442,1.0,0.0,1.0,0.0
89000.0,85.296875,4.196348886600593E-4,1000.0,0.5359755385706665,0.6787579717172633,89000.0,2.9569984E7,10.0,89000.0,0.0,3101698.4,46786.948691085,3326.2000000000003,495.9007069072508,0.0,0.0,80.19999999999999,1.5491933384829657,1.0,0.0,1.0,0.0
90000.0,87.015625,4.3284805097048077E-4,1000.0,0.5255429064191937,0.6471686127602609,90000.0,2.9716416E7,10.0,90000.0,0.0,3116341.6,29264.594380696017,3332.6000000000004,494.22738806253045,0.0,0.0,81.19999999999999,1.5491933384829657,1.0,0.0,1.0,0.0
91000.0,88.65625,4.455796321983347E-4,1000.0,0.5302648631282126,0.6684860036162316,91000.0,2.9996832E7,10.0,91000.0,0.0,3144383.1999999997,12878.235048156062,3341.8,497.9702802376865,0.0,0.0,82.19999999999999,1.5491933384829657,1.0,0.0,1.0,0.0
92000.0,90.59375,4.607201378611435E-4,1000.0,0.5597013170140882,0.7046129061300352,92000.0,3.0206544E7,10.0,92000.0,0.0,3165354.4,15342.167449367877,3357.0,495.6880739604965,0.0,0.0,82.4,1.8378731669453632,1.0,0.0,1.0,0.0
93000.0,92.203125,4.7342688537254523E-4,1000.0,0.5270934629442074,0.6652998665806521,93000.0,3.0519648E7,10.0,93000.0,0.0,3196664.8,18570.394196737503,3380.7999999999997,468.8797050180118,0.0,0.0,83.19999999999999,1.5491933384829657,1.0,0.0,1.0,0.0
94000.0,93.90625,4.8689930900258746E-4,1000.0,0.5325423206636059,0.6591157152736349,94000.0,3.0577472E7,10.0,94000.0,0.0,3202447.2000000007,10634.599431415736,3390.6,460.48264534797255,0.0,0.0,84.19999999999999,1.5491933384829657,1.0,0.0,1.0,0.0
95000.0,95.546875,5.000444964065942E-4,1000.0,0.5874859264906808,0.7297203747365965,95000.0,3.0971328E7,10.0,95000.0,0.0,3241832.8,10867.854953434533,3429.2,434.37126976815586,0.0,0.0,85.0,1.3333333333333333,1.0,0.0,1.0,0.0
96000.0,97.296875,5.140937437277495E-4,1000.0,0.5322108187972769,0.6633888191343118,96000.0,3.1032544E7,10.0,96000.0,0.0,3247954.4,20400.55425826574,3468.7999999999997,416.6210108319871,0.0,0.0,85.6,0.8432740427115646,1.0,0.0,1.0,0.0
97000.0,98.875,5.269221609018537E-4,1000.0,0.5349694576395919,0.6677445662309761,97000.0,3.1422016E7,10.0,97000.0,0.0,3286901.6,11999.125331086068,3483.2000000000003,418.93483980208663,0.0,0.0,86.6,0.8432740427115646,1.0,0.0,1.0,0.0
98000.0,100.671875,5.41707017691806E-4,1000.0,0.5532386573980049,0.6964019680242695,98000.0,3.1805456E7,10.0,98000.0,0.0,3325245.5999999996,17177.13665958979,3504.0,421.7476865509888,0.0,0.0,87.4,0.5163977794943224,1.0,0.0,1.0,0.0
99000.0,102.234375,5.546576401684434E-4,1000.0,0.5465167099141655,0.6848905630009161,99000.0,3.203856E7,10.0,99000.0,0.0,3348556.0,20432.823528169854,3513.3999999999996,425.89283993877046,0.0,0.0,87.8,1.0327955589886442,1.0,0.0,1.0,0.0
